onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
583.8420000000	n/a	n/a	STATUS	n/a	n/a	S211
868.1180000000	n/a	n/a	STATUS	n/a	n/a	S205
892.5700000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
893.9580000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
894.4620000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
896.5180000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
898.0620000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
898.5980000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
900.6560000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
902.1900000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
902.5640000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
904.6180000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
905.9420000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
906.3560000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
908.4120000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
909.4780000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
909.9640000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
912.0180000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
913.5300000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
914.0540000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
916.1080000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
917.1580000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
917.5620000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
919.6160000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
920.8380000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
921.3920000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
923.4460000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
924.5460000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
925.0500000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
927.1040000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
928.2500000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
928.6240000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
930.6760000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
931.7820000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
932.2560000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
934.3080000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
935.5100000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
936.0340000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
938.0880000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
939.2060000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
939.6500000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
941.7040000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
942.6580000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
943.0320000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
945.0860000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
946.3060000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
946.7080000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
948.7620000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
949.7940000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
950.1780000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
952.2320000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
953.4380000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
953.9320000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
955.9860000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
957.3100000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
957.7920000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
959.8460000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
961.3700000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
961.7940000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
963.8460000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
964.9340000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
965.3980000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
967.4500000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
968.6420000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
969.1340000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
971.1880000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
972.4540000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
972.8960000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
974.9500000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
975.9500000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
976.3840000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
978.4380000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
979.0860000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
979.5980000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
981.6520000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
983.1420000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
983.5640000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
985.6180000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
986.9940000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
987.4680000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
989.5200000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
990.4400000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
990.9440000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
992.9980000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
993.8520000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
994.2060000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
996.2600000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
997.6000000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
998.1140000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1000.1660000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1001.0840000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1001.5180000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1003.5720000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1005.7000000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1006.1960000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1008.2500000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1009.5240000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1009.8880000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1011.9420000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1012.8800000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1013.2540000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1015.3080000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1016.3960000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1016.7700000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1018.8220000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
1020.3520000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1020.7460000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1022.8000000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1023.6920000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1024.1360000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1026.1900000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1026.9120000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1027.4560000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
1029.5080000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1030.6560000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1031.0400000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1033.0940000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
1033.9480000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1034.4320000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1036.4840000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1037.5520000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1038.1060000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1040.1580000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
1041.1600000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
1041.6940000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1043.7460000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1044.7720000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1045.2060000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1047.2580000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
1048.6600000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
1049.1740000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1051.2260000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
1052.2000000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
1052.6640000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1054.7160000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
1056.0120000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
1056.5460000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
1058.5980000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
